Provider Number,Hospital Name,Address 1,Address 2,Address 3,City,State,ZIP Code,County Name,Phone Number,Death from serious treatable complications after surgery,Footnote - Death from serious treatable complications after surgery,Collapsed lung due to medical treatment,Footnote - Collapsed lung due to medical treatment,Serious blood clots after surgery,Footnote - Serious blood clots after surgery,A wound that splits open after surgery,Footnote - A wound that splits open after surgery,Accidental cuts and tears from medical treatment,Footnote - Accidental cuts and tears from medical treatment,Serious Complications,Footnote - Serious Complications,Number of Patients - Death from serious treatable complications after surgery,Rate - Death from serious treatable complications after surgery,Lower Estimate - Death from serious treatable complications after surgery,Higher Estimate - Death from serious treatable complications after surgery,Number of Patients - Collapsed lung due to medical treatment,Rate - Collapsed lung due to medical treatment,Lower Estimate - Collapsed lung due to medical treatment,Higher Estimate - Collapsed lung due to medical treatment,Number of Patients - Serious blood clots after surgery,Rate - Serious blood clots after surgery,Lower Estimate - Serious blood clots after surgery,Higher Estimate - Serious blood clots after surgery,Number of Patients - A wound that splits open after surgery,Rate - A wound that splits open after surgery,Lower Estimate - A wound that splits open after surgery,Higher Estimate - A wound that splits open after surgery,Number of Patients - Accidental cuts and tears from medical treatment,Rate - Accidental cuts and tears from medical treatment,Lower Estimate - Accidental cuts and tears from medical treatment,Higher Estimate - Accidental cuts and tears from medical treatment,Number of Patients - Serious Complications,Rate - Serious Complications,Lower Estimate - Serious Complications,Higher Estimate - Serious Complications
520071,FORT HEALTHCARE,611 SHERMAN AVE E,,,FORT ATKINSON,WI,53538,JEFFERSON,9205685000,Number of Cases Too Small,Medicare requires hospitals to have at least 25 qualifying cases to have their results reported. This hospital had less than 25 cases.,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,20,Not Available,Not Available,Not Available,2500,0.27,0.00,0.66,641,7.42,3.75,11.09,113,0.69,0.00,2.65,2595,2.75,1.10,4.40,Not Available,Not Available,Not Available,Not Available
150146,PARKVIEW NOBLE HOSPITAL,401 SAWYER RD,,,KENDALLVILLE,IN,46755,NOBLE,2603478700,Number of Cases Too Small,Medicare requires hospitals to have at least 25 qualifying cases to have their results reported. This hospital had less than 25 cases.,No Different than U.S. National Rate,,No Different than U.S. National Rate,,Number of Cases Too Small*,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,4,Not Available,Not Available,Not Available,1269,0.42,0.01,0.83,119,3.62,0.00,8.17,22,Not Applicable,Not Applicable,Not Applicable,1312,2.47,0.33,4.61,Not Available,Not Available,Not Available,Not Available
281332,BUTLER COUNTY HEALTH CARE CENTER,372 SOUTH 9TH ST,,,DAVID CITY,NE,68632,BUTLER,4023671200,Not Available,No data are available from the hospital for this measure.,Not Applicable,No data are available from the hospital for this measure.,Not Applicable,No data are available from the hospital for this measure.,Not Applicable,No data are available from the hospital for this measure.,Not Applicable,No data are available from the hospital for this measure.,Not Available,No data are available from the hospital for this measure.,Not Available,Not Available,Not Available,Not Available,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Available,Not Available,Not Available,Not Available
060012,CENTURA HEALTH-ST MARY CORWIN MEDICAL CENTER,1008 MINNEQUA AVE,,,PUEBLO,CO,81004,PUEBLO,7195574000,No Different than U.S. National Rate,,Worse than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,80,104.31,65.25,143.37,6240,0.74,0.43,1.05,1705,3.91,1.64,6.18,236,0.51,0.00,2.20,6462,3.18,1.95,4.41,Not Available,Not Available,Not Available,Not Available
361307,UHHS MEMORIAL HOSPITAL OF GENEVA,870 WEST MAIN STREET,,,GENEVA,OH,44041,ASHTABULA,4404661141,Not Available,No data are available from the hospital for this measure.,Not Applicable,No data are available from the hospital for this measure.,Not Applicable,No data are available from the hospital for this measure.,Not Applicable,No data are available from the hospital for this measure.,Not Applicable,No data are available from the hospital for this measure.,Not Available,No data are available from the hospital for this measure.,Not Available,Not Available,Not Available,Not Available,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Available,Not Available,Not Available,Not Available
451364,OTTO KAISER MEMORIAL HOSPITAL,3349 S HIGHWAY 181,,,KENEDY,TX,78119,KARNES,8305833401,Not Available,No data are available from the hospital for this measure.,Not Applicable,No data are available from the hospital for this measure.,Not Applicable,No data are available from the hospital for this measure.,Not Applicable,No data are available from the hospital for this measure.,Not Applicable,No data are available from the hospital for this measure.,Not Available,No data are available from the hospital for this measure.,Not Available,Not Available,Not Available,Not Available,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Available,Not Available,Not Available,Not Available
250136,WOMAN'S HOSPITAL AT RIVER OAKS,1026 NORTH FLOWOOD DRIVE,,,JACKSON,MS,39232,HINDS,6019361000,Not Available,No data are available from the hospital for this measure.,No Different than U.S. National Rate,,No Different than U.S. National Rate,,Number of Cases Too Small*,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,Not Available,Not Available,Not Available,Not Available,153,0.34,0.00,0.77,152,4.15,0.00,9.01,11,Not Applicable,Not Applicable,Not Applicable,153,1.74,0.00,3.95,Not Available,Not Available,Not Available,Not Available
051312,MOUNTAINS COMMUNITY HOSPITAL,29101 HOSPITAL ROAD,,,LAKE ARROWHEAD,CA,92352,SAN BERNARDINO,9093363651,Not Available,No data are available from the hospital for this measure.,Not Applicable,No data are available from the hospital for this measure.,Not Applicable,No data are available from the hospital for this measure.,Not Applicable,No data are available from the hospital for this measure.,Not Applicable,No data are available from the hospital for this measure.,Not Available,No data are available from the hospital for this measure.,Not Available,Not Available,Not Available,Not Available,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Available,Not Available,Not Available,Not Available
360358,DILEY RIDGE MEDICAL CENTER,7911 DILEY ROAD,,,CANAL WINCHESTER,OH,43110,FAIRFIELD,6148387910,Not Available,No data are available from the hospital for this measure.,Number of Cases Too Small*,,Not Applicable,No data are available from the hospital for this measure.,Not Applicable,No data are available from the hospital for this measure.,Number of Cases Too Small*,,No Different than U.S. National Rate,,Not Available,Not Available,Not Available,Not Available,18,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,19,Not Applicable,Not Applicable,Not Applicable,Not Available,Not Available,Not Available,Not Available
380061,PROVIDENCE PORTLAND MEDICAL CENTER,4805 NE GLISAN STREET,,,PORTLAND,OR,97213,MULTNOMAH,5032151111,No Different than U.S. National Rate,,Worse than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,Worse than U.S. National Rate,,Worse than U.S. National Rate,,254,130.72,103.69,157.75,12774,0.69,0.45,0.93,4875,4.97,3.44,6.50,732,1.30,0.08,2.52,13115,3.78,3.05,4.51,Not Available,Not Available,Not Available,Not Available
150003,FRANCISCAN ST ELIZABETH HEALTH - LAFAYETTE CENTRAL,1501 HARTFORD ST,,,LAFAYETTE,IN,47904,TIPPECANOE,7655024334,Number of Cases Too Small,Medicare requires hospitals to have at least 25 qualifying cases to have their results reported. This hospital had less than 25 cases.,No Different than U.S. National Rate,,No Different than U.S. National Rate,,Number of Cases Too Small*,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,16,Not Available,Not Available,Not Available,4138,0.47,0.12,0.82,495,4.23,0.37,8.09,6,Not Applicable,Not Applicable,Not Applicable,4300,1.16,0.00,2.96,Not Available,Not Available,Not Available,Not Available
050616,ST JOHNS PLEASANT VALLEY HOSPITAL,2309 ANTONIO AVE,,,CAMARILLO,CA,93010,VENTURA,8053895800,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,35,90.33,44.17,136.49,3384,0.39,0.04,0.74,699,3.72,0.09,7.35,122,0.65,0.00,2.55,3488,2.10,0.59,3.61,Not Available,Not Available,Not Available,Not Available
280127,LINCOLN SURGICAL HOSPITAL,"1710 SOUTH 70TH ST, SUITE 200",,,LINCOLN,NE,68506,LANCASTER,4024849090,Not Available,No data are available from the hospital for this measure.,No Different than U.S. National Rate,,No Different than U.S. National Rate,,Not Applicable,No data are available from the hospital for this measure.,No Different than U.S. National Rate,,No Different than U.S. National Rate,,Not Available,Not Available,Not Available,Not Available,592,0.33,0.00,0.76,571,2.53,0.00,6.33,Not Applicable,Not Applicable,Not Applicable,Not Applicable,589,1.83,0.00,4.10,Not Available,Not Available,Not Available,Not Available
461301,FILLMORE COMMUNITY MEDICAL CENTER,674 SOUTH HIGHWAY 99,,,FILLMORE,UT,84631,MILLARD,4357435591,Not Available,No data are available from the hospital for this measure.,Not Applicable,No data are available from the hospital for this measure.,Not Applicable,No data are available from the hospital for this measure.,Not Applicable,No data are available from the hospital for this measure.,Not Applicable,No data are available from the hospital for this measure.,Not Available,No data are available from the hospital for this measure.,Not Available,Not Available,Not Available,Not Available,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Available,Not Available,Not Available,Not Available
140127,ADVOCATE BROMENN MEDICAL CENTER,1304 FRANKLIN AVENUE,,,NORMAL,IL,61761,MCLEAN,3094541400,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,86,150.66,110.52,190.80,7329,0.39,0.10,0.68,2255,6.76,4.29,9.23,235,1.91,0.20,3.62,7378,2.58,1.46,3.70,Not Available,Not Available,Not Available,Not Available
380051,SALEM HOSPITAL,"890 OAK STREET, SE",,,SALEM,OR,97301,MARION,5035615200,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,Worse than U.S. National Rate,,Worse than U.S. National Rate,,182,101.26,71.57,130.95,8001,0.62,0.35,0.89,3054,5.36,3.38,7.34,352,0.39,0.00,1.88,8474,3.31,2.33,4.29,Not Available,Not Available,Not Available,Not Available
150126,FRANCISCAN ST ANTHONY HEALTH - CROWN POINT,1201 S MAIN ST,,,CROWN POINT,IN,46307,LAKE,2197576100,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,79,120.21,79.38,161.04,10050,0.30,0.01,0.59,2441,2.73,0.26,5.20,343,1.00,0.00,2.55,10447,2.16,1.14,3.18,Not Available,Not Available,Not Available,Not Available
500025,SWEDISH MEDICAL CENTER/CHERRY HILL,500 17TH AVENUE,,,SEATTLE,WA,98122,KING,2063202000,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,Number of Cases Too Small*,,Worse than U.S. National Rate,,Worse than U.S. National Rate,,161,84.31,51.52,117.10,7205,0.43,0.16,0.70,3221,6.38,4.50,8.26,23,Not Applicable,Not Applicable,Not Applicable,7301,4.88,3.84,5.92,Not Available,Not Available,Not Available,Not Available
240141,FAIRVIEW NORTHLAND REGIONAL HOSPITAL,911 NORTHLAND DR,,,PRINCETON,MN,55371,SHERBURNE,7633891313,Number of Cases Too Small,Medicare requires hospitals to have at least 25 qualifying cases to have their results reported. This hospital had less than 25 cases.,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,5,Not Available,Not Available,Not Available,1188,0.31,0.00,0.72,203,2.92,0.00,7.00,33,0.85,0.00,3.05,1226,1.92,0.00,3.98,Not Available,Not Available,Not Available,Not Available
050236,SIMI VALLEY HOSPITAL & HEALTH CARE SERVICES,2975 N SYCAMORE DR,,,SIMI VALLEY,CA,93065,VENTURA,8059556000,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,30,100.53,55.20,145.86,3698,0.36,0.01,0.71,707,2.90,0.00,6.08,147,0.60,0.00,2.44,3866,1.19,0.00,2.66,Not Available,Not Available,Not Available,Not Available
450888,TEXAS HEALTH HARRIS METHODIST HOSPITAL SOUTHLAKE,1545 E SOUTHLAKE BLVD,,,SOUTHLAKE,TX,76092,TARRANT,8177488700,Number of Cases Too Small,Medicare requires hospitals to have at least 25 qualifying cases to have their results reported. This hospital had less than 25 cases.,No Different than U.S. National Rate,,No Different than U.S. National Rate,,Number of Cases Too Small*,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,6,Not Available,Not Available,Not Available,484,0.33,0.00,0.76,533,2.43,0.00,6.15,13,Not Applicable,Not Applicable,Not Applicable,517,1.64,0.00,3.54,Not Available,Not Available,Not Available,Not Available
250096,CROSSGATES RIVER OAKS HOSPITAL,350 CROSSGATES BLVD,,,BRANDON,MS,39042,RANKIN,6018252811,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,Worse than U.S. National Rate,,Worse than U.S. National Rate,,30,137.56,87.15,187.97,3951,0.43,0.06,0.80,796,3.94,0.80,7.08,94,0.71,0.00,2.71,4023,5.32,3.75,6.89,Not Available,Not Available,Not Available,Not Available
360156,MEMORIAL HOSPITAL,715 SOUTH TAFT AVENUE,,,FREMONT,OH,43420,SANDUSKY,4193346617,Number of Cases Too Small,Medicare requires hospitals to have at least 25 qualifying cases to have their results reported. This hospital had less than 25 cases.,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,10,Not Available,Not Available,Not Available,1457,0.50,0.09,0.91,311,6.50,2.48,10.52,51,0.81,0.00,2.95,1530,1.84,0.02,3.66,Not Available,Not Available,Not Available,Not Available
140304,ADVENTIST BOLINGBROOK HOSPITAL,500 REMINGTON BOULEVARD,,,BOLINGBROOK,IL,60440,WILL,6302268100,Number of Cases Too Small,Medicare requires hospitals to have at least 25 qualifying cases to have their results reported. This hospital had less than 25 cases.,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,21,Not Available,Not Available,Not Available,3629,0.28,0.00,0.61,474,4.89,1.42,8.36,56,0.80,0.00,2.92,3718,1.66,0.05,3.27,Not Available,Not Available,Not Available,Not Available
250079,SHARKEY ISSAQUENA COMMUNITY HOSPITAL,47 SOUTH 4 ST,,,ROLLING FORK,MS,39159,SHARKEY,6628734395,Not Available,No data are available from the hospital for this measure.,No Different than U.S. National Rate,,Not Applicable,No data are available from the hospital for this measure.,Not Applicable,No data are available from the hospital for this measure.,No Different than U.S. National Rate,,No Different than U.S. National Rate,,Not Available,Not Available,Not Available,Not Available,422,0.34,0.00,0.77,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,431,1.99,0.00,4.36,Not Available,Not Available,Not Available,Not Available
180029,HAZARD ARH REGIONAL MEDICAL CENTER,100 MEDICAL CENTER DRIVE,,,HAZARD,KY,41701,PERRY,6064396600,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,123,133.03,98.81,167.25,9528,0.12,0.00,0.37,1794,3.73,1.01,6.45,201,1.74,0.11,3.37,10000,1.40,0.22,2.58,Not Available,Not Available,Not Available,Not Available
